Customer ID,Churn Category
4712-AUQZO,Competitor
9576-ANLXO,No Churn
4431-EDMIQ,Other
4616-ULAOA,No Churn
2115-BFTIW,Dissatisfaction
9714-EDSUC,No Churn
1587-FKLZB,No Churn
8749-CLJXC,No Churn
2569-WGERO,No Churn
7695-PKLCZ,No Churn
2585-KTFRE,No Churn
0057-QBUQH,No Churn
5724-BIDBU,No Churn
6728-VOIFY,Other
7801-KICAO,Competitor
0973-KYVNF,No Churn
2927-CVULT,No Churn
7159-FVYPK,No Churn
9170-CCKOU,No Churn
6705-LNMDD,No Churn
7711-GQBZC,Competitor
7876-DNYAP,No Churn
0872-NXJYS,No Churn
1449-XQEMT,No Churn
6664-FPDAC,No Churn
9453-PATOS,Competitor
2712-SYWAY,Attitude
9507-HSMMZ,No Churn
0680-DFNNY,Dissatisfaction
5382-TEMLV,No Churn
1407-DIGZV,No Churn
5296-BFCYD,No Churn
4830-FAXFM,No Churn
5044-XDPYX,No Churn
6908-VVYHM,No Churn
5404-GGUKR,Competitor
5949-HGVJL,No Churn
3795-GWTRD,No Churn
1960-UOTYM,No Churn
3863-QSTYI,No Churn
0804-XBFBV,No Churn
2580-ATZSQ,No Churn
4032-RMHCI,No Churn
5846-NEQVZ,No Churn
5445-PZWGX,No Churn
8792-AOROI,No Churn
0739-UUAJR,No Churn
5275-PMFUT,Competitor
4422-QVIJA,No Churn
3685-YLCMQ,No Churn
1728-BQDMA,No Churn
2823-LKABH,No Churn
4912-PIGUY,Competitor
5158-RIVOP,Dissatisfaction
3976-BWUCK,No Churn
9121-PHQSR,No Churn
6813-GZQCG,No Churn
3097-FQTVJ,No Churn
8563-IIOXK,No Churn
9700-ZCLOT,No Churn
5325-UWTWJ,Price
4291-YZODP,Attitude
9318-NKNFC,No Churn
9769-TSBZE,No Churn
2801-NISEI,No Churn
8465-SBRXP,No Churn
1422-DGUBX,Dissatisfaction
0823-HSCDJ,No Churn
8313-KTIHG,Competitor
8908-SLFCJ,No Churn
1092-WPIVQ,No Churn
1569-TTNYJ,No Churn
2302-OUZXB,Dissatisfaction
4086-WITJG,No Churn
5014-GSOUQ,No Churn
5797-APWZC,Dissatisfaction
7517-SAWMO,No Churn
9574-RKJIF,No Churn
2195-ZRVAX,No Churn
3209-ZPKFI,No Churn
7605-SNLQG,No Churn
7658-UYUQS,No Churn
8809-XKHMD,No Churn
8042-JVNFH,No Churn
3027-YNWZU,No Churn
3038-PQIUY,No Churn
5546-BYZSM,No Churn
5178-LMXOP,No Churn
6156-UZDLF,Other
7305-ZWMAJ,No Churn
3244-CQPHU,No Churn
0434-CSFON,No Churn
7164-BPTUT,No Churn
1984-GPTEH,No Churn
2030-BTZRO,No Churn
0876-WDUUZ,No Churn
6035-BXTTY,No Churn
3339-EAQNV,No Churn
3452-FLHYD,Competitor
6035-RIIOM,No Churn
2908-WGAXL,No Churn
1373-ORVIZ,No Churn
8450-UYIBU,No Churn
3049-SOLAY,No Churn
3508-VLHCZ,No Churn
1902-XBTFB,No Churn
1596-OQSPS,No Churn
9885-AIBVB,No Churn
8663-UPDGF,Competitor
8062-YBDOE,No Churn
1285-OKIPP,No Churn
8679-JOEVF,No Churn
0708-SJDIS,No Churn
7530-HDYDS,Price
7375-WMVMT,Price
2800-QQUSO,No Churn
1309-XGFSN,No Churn
0236-HFWSV,No Churn
9661-JALZV,No Churn
5701-YVSVF,No Churn
2101-RANCD,No Churn
1744-JHKYS,Competitor
1052-QJIBV,No Churn
3351-NGXYI,No Churn
3642-BYHDO,No Churn
3301-VKTGC,No Churn
7394-LWLYN,Competitor
7568-PODML,No Churn
4818-DRBQT,No Churn
0604-THJFP,No Churn
9764-REAFF,Competitor
7989-VCQOH,No Churn
0531-XBKMM,No Churn
3915-ODIYG,No Churn
9185-TQCVP,No Churn
8871-JLMHM,No Churn
4694-PHWFW,Attitude
2027-CWDNU,No Churn
5309-TAIKL,No Churn
9626-VFRGG,Competitor
5939-XAIXZ,No Churn
7449-HVPIV,No Churn
5275-SQEIZ,No Churn
3417-TSCIC,No Churn
6366-ZGQGL,No Churn
2974-GGUXS,No Churn
4472-LVYGI,No Churn
2240-HSJQD,No Churn
4994-OBRSZ,No Churn
0071-NDAFP,No Churn
5150-LJNSR,No Churn
2516-VQRRV,No Churn
0376-YMCJC,No Churn
7595-EUIVN,No Churn
2208-NKVVH,Competitor
7401-JIXNM,No Churn
4110-PFEUZ,No Churn
2391-SOORI,No Churn
4632-XJMEX,Competitor
1222-LRYKO,No Churn
4208-UFFGW,No Churn
8118-LSUEL,No Churn
7945-HLKEA,No Churn
9895-VFOXH,Competitor
1991-VOPLL,No Churn
2884-GBPFB,Competitor
1485-YDHMM,No Churn
0354-VXMJC,Dissatisfaction
2139-FQHLM,No Churn
9839-ETQOE,Competitor
0377-JBKKT,No Churn
4587-NUKOX,No Churn
0412-UCCNP,No Churn
0869-PAPRP,No Churn
2070-XYMFH,No Churn
0376-OIWME,No Churn
2789-HQBOU,Competitor
4806-HIPDW,No Churn
8372-JUXUI,No Churn
5474-LAMUQ,No Churn
6347-DCUIK,No Churn
5692-ICXLW,No Churn
7995-ZHHNZ,No Churn
1925-LFCZZ,No Churn
3099-OONVS,Attitude
3726-TBHQT,No Churn
8199-ZLLSA,Price
0440-MOGPM,No Churn
3001-UNBTL,No Churn
6133-OZILE,No Churn
0732-OCQOC,Attitude
3669-OYSJI,No Churn
5377-NDTOU,No Churn
2363-BJLSL,No Churn
5696-QURRL,No Churn
2077-MPJQO,No Churn
7876-BEUTG,No Churn
4189-NAKJS,Attitude
0104-PPXDV,Dissatisfaction
9451-LPGOO,No Churn
3146-MSEGF,Competitor
3537-HPKQT,No Churn
1985-MBRYP,No Churn
3957-SQXML,No Churn
9313-QOLTZ,Other
8623-TMRBY,No Churn
3914-FDRHP,Competitor
9778-OGKQZ,No Churn
6878-GGDWG,Competitor
5501-TVMGM,Attitude
2189-UXTKY,Dissatisfaction
3946-MHCZW,No Churn
1629-DQQVB,Dissatisfaction
2933-XEUJM,No Churn
2595-KIWPV,No Churn
3325-FUYCG,No Churn
1754-GKYPY,No Churn
0675-NCDYU,No Churn
2740-TVLFN,No Churn
8725-JEDFD,Competitor
8165-CBKXO,No Churn
5552-ZNFSJ,Dissatisfaction
6719-FGEDO,No Churn
2654-VBVPB,No Churn
2509-TFPJU,No Churn
2982-IHMFT,Dissatisfaction
4747-LCAQL,Dissatisfaction
3472-QPRCH,No Churn
4501-VCPFK,Competitor
3067-SVMTC,No Churn
5687-DKDTV,Competitor
0311-QYWSS,No Churn
7767-UXAGJ,No Churn
0771-CHWSK,No Churn
5155-AZQPB,No Churn
7410-YTJIK,No Churn
0094-OIFMO,Other
8125-QPFJD,No Churn
1122-JWTJW,No Churn
1139-WUOAH,No Churn
4154-AQUGT,Price
4625-XMOYM,No Churn
8168-UQWWF,No Churn
0463-TXOAK,Competitor
5944-UGLLK,No Churn
7619-ODSGN,Attitude
2455-USLMV,Attitude
7562-GSUHK,No Churn
1374-DMZUI,No Churn
4123-FCVCB,No Churn
0661-XEYAN,No Churn
2831-EBWRN,No Churn
6859-QNXIQ,Competitor
7481-ATQQS,No Churn
3313-QKNKB,No Churn
8668-KNZTI,No Churn
8809-RIHDD,No Churn
6663-JOCQO,No Churn
7010-ZMVBF,No Churn
