Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
3012-VFFMN,1.0,,No,0.0,1.0,None,Yes,43.61,No,Yes,Fiber Optic,2.0,No,No,No,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,,91.3,91.3,0.0,0.0,43.61,134.91
6077-BDPXA,,Q3,Yes,1.0,7.0,None,Yes,16.05,No,Yes,Fiber Optic,22.0,No,No,,No,No,No,,Yes,Month-to-Month,Yes,Credit Card,70.1,,20.23,0.0,,559.67
4821-WQOYN,1.0,Q3,,1.0,57.0,None,Yes,49.91,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0.0,2844.87,8259.33
9786-YWNHU,1.0,Q3,Yes,4.0,,None,Yes,17.35,Yes,,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0.0,17.35,118.15
4177-JPDFU,1.0,,Yes,2.0,17.0,None,Yes,,No,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,,0.0,0.0,17.85,1251.25
1101-SSWAG,1.0,Q3,No,0.0,3.0,,Yes,18.38,No,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,,0.0,0.0,55.14,276.09
7609-YBPXG,1.0,Q3,Yes,,66.0,Offer A,Yes,28.86,,Yes,Fiber Optic,25.0,No,No,,,Yes,Yes,,Yes,Month-to-Month,Yes,Credit Card,,6822.15,0.0,0.0,1904.76,8726.91
0282-NVSJS,,Q3,Yes,1.0,69.0,,Yes,,Yes,Yes,Fiber Optic,4.0,,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,,0.0,3372.7200000000003,10690.92
6807-SIWJI,1.0,,No,0.0,56.0,None,,,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,,0.0,1936.48,
6599-SFQVE,1.0,,No,0.0,21.0,None,Yes,,Yes,Yes,Fiber Optic,9.0,,No,No,,Yes,Yes,No,Yes,Month-to-Month,Yes,,94.25,1973.75,,0.0,444.15,2417.9
1157-BQCUW,1.0,Q3,No,0.0,1.0,None,Yes,47.97,No,Yes,Fiber Optic,8.0,,No,No,,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0.0,47.97,118.12
5117-IFGPS,1.0,,Yes,1.0,40.0,,Yes,49.5,Yes,,Fiber Optic,20.0,No,,No,No,,Yes,Yes,Yes,Month-to-Month,Yes,,,3640.45,0.0,,1980.0,5620.45
4816-LXZYW,1.0,,No,0.0,2.0,None,No,0.0,No,Yes,DSL,6.0,No,No,No,No,,No,No,Yes,Month-to-Month,,Credit Card,24.45,47.5,0.0,0.0,0.0,47.5
3411-WLRSQ,1.0,Q3,No,0.0,7.0,None,Yes,39.51,Yes,Yes,,13.0,No,,No,No,,No,No,,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0.0,276.57,823.52
1335-MXCSE,,Q3,No,0.0,31.0,None,Yes,39.36,Yes,Yes,Fiber Optic,4.0,No,,No,No,Yes,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0.0,1220.16,4406.81
6519-ZHPXP,,Q3,,,15.0,None,Yes,,Yes,Yes,Fiber Optic,9.0,,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0.0,352.95000000000005,1443.5400000000002
4979-HPRFL,1.0,Q3,No,0.0,59.0,None,Yes,10.78,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,No,,,,Bank Withdrawal,93.85,5574.75,8.13,0.0,636.02,6202.639999999999
5419-KLXBN,1.0,Q3,Yes,,46.0,,Yes,49.11,Yes,Yes,,17.0,Yes,,Yes,No,Yes,No,No,,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0.0,2259.06,6753.619999999999
5032-USPKF,1.0,Q3,No,0.0,16.0,None,,32.11,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0.0,513.76,2047.76
2777-PHDEI,1.0,Q3,No,,1.0,None,Yes,41.2,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,,69.5,0.0,80.0,41.2,190.7
7921-BEPCI,1.0,Q3,Yes,1.0,36.0,None,Yes,24.54,Yes,Yes,Fiber Optic,5.0,No,,No,No,,Yes,Yes,,Month-to-Month,Yes,Credit Card,85.25,3132.75,0.0,0.0,,4016.19
2115-BFTIW,1.0,Q3,No,0.0,45.0,None,Yes,10.67,No,Yes,DSL,,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,2791.5,0.0,0.0,480.15,3271.65
8199-ZLLSA,1.0,Q3,No,0.0,25.0,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0.0,1158.5,3813.75
3134-DSHVC,1.0,Q3,No,0.0,39.0,Offer C,Yes,41.93,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,0.0,150.0,,5544.32
3677-TNKIO,,Q3,Yes,1.0,,Offer C,,,No,Yes,Fiber Optic,,No,No,Yes,Yes,Yes,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0.0,1486.45,4397.75
0774-IFUVM,1.0,Q3,No,0.0,3.0,None,Yes,30.25,Yes,Yes,Fiber Optic,,No,No,No,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0.0,90.75,322.55
9948-YPTDG,,Q3,No,,1.0,None,Yes,33.84,No,Yes,Fiber Optic,5.0,No,No,No,No,,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0.0,33.84,103.59
1150-WFARN,,Q3,No,0.0,33.0,Offer C,Yes,17.24,Yes,Yes,,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70.0,568.92,4294.37
5567-GZKQY,1.0,Q3,Yes,,7.0,None,Yes,42.92,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,,,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0.0,300.44,965.8900000000001
7748-UMTRK,1.0,,No,0.0,19.0,,Yes,,Yes,Yes,Fiber Optic,15.0,No,No,Yes,,No,,No,Yes,Month-to-Month,,Bank Withdrawal,79.85,1471.75,0.0,0.0,318.82000000000005,1790.5700000000002
6007-TCTST,,Q3,Yes,2.0,,None,,26.99,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,No,,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0.0,215.92,799.37
6897-RWMUB,1.0,,No,0.0,13.0,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,No,Yes,,Yes,Bank Withdrawal,100.8,1308.1,0.0,0.0,93.86,1401.9599999999998
7852-LECYP,1.0,Q3,No,0.0,10.0,Offer D,Yes,7.51,No,Yes,Fiber Optic,18.0,No,No,No,No,No,,,Yes,,Yes,Bank Withdrawal,79.25,793.55,0.0,0.0,75.1,868.65
4188-PCPIG,1.0,Q3,No,,5.0,None,Yes,45.72,,Yes,Fiber Optic,6.0,No,No,,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0.0,228.6,706.3
6308-CQRBU,1.0,Q3,No,0.0,1.0,,Yes,38.78,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,No,No,Yes,,Yes,Bank Withdrawal,86.05,86.05,0.0,0.0,38.78,124.83
1116-DXXDF,1.0,Q3,No,,10.0,Offer D,No,0.0,No,,,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0.0,0.0,329.8
3982-JGSFD,,Q3,,1.0,53.0,None,,21.67,Yes,Yes,Cable,6.0,,No,No,Yes,No,No,,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100.0,1148.51,4478.16
0594-UFTUL,1.0,Q3,Yes,1.0,16.0,Offer D,Yes,26.12,No,,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,,Yes,Credit Card,74.3,1178.25,0.0,,417.92,
1088-CNNKB,1.0,Q3,No,0.0,9.0,None,,,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0.0,158.04,747.6899999999999
5440-VHLUL,1.0,Q3,Yes,1.0,32.0,Offer C,Yes,43.51,Yes,,Fiber Optic,22.0,No,No,Yes,Yes,Yes,,No,Yes,,Yes,,104.9,3351.55,33.73,0.0,1392.32,4710.14
9541-PWTWO,1.0,Q3,Yes,1.0,1.0,None,Yes,17.36,Yes,Yes,Fiber Optic,29.0,No,,No,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30.0,17.36,
8564-LDKFL,1.0,Q3,No,0.0,8.0,None,Yes,14.89,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,,Yes,,Yes,Bank Withdrawal,69.7,560.85,0.0,0.0,119.12,679.97
2815-CPTUL,1.0,Q3,Yes,1.0,,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27.0,No,,Yes,No,Yes,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,,367.56,1378.7
9938-EKRGF,1.0,Q3,Yes,1.0,47.0,None,,26.95,No,Yes,Fiber Optic,26.0,,No,No,No,No,,No,Yes,Month-to-Month,No,,70.55,,,0.0,1266.6499999999999,4548.91
0111-KLBQG,1.0,Q3,Yes,1.0,1.0,None,Yes,37.3,No,Yes,Fiber Optic,8.0,No,No,,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,69.25,0.0,0.0,37.3,106.55
2722-VOJQL,1.0,Q3,,0.0,12.0,Offer D,Yes,,No,Yes,Cable,,No,Yes,,Yes,No,No,No,No,Month-to-Month,,Credit Card,83.8,1029.75,44.58,80.0,343.56,
2982-IHMFT,1.0,Q3,No,0.0,41.0,,Yes,22.56,Yes,Yes,Fiber Optic,15.0,,No,Yes,,,Yes,No,Yes,Month-to-Month,,Bank Withdrawal,99.8,4259.3,8.88,0.0,924.9599999999999,
1228-FZFRV,1.0,Q3,No,0.0,5.0,None,Yes,2.27,No,Yes,Fiber Optic,17.0,No,No,,No,No,No,,,Month-to-Month,Yes,Credit Card,,331.9,12.48,0.0,,330.77
6407-UTSLV,1.0,Q3,Yes,1.0,69.0,None,Yes,16.34,Yes,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,,,110.0,1127.46,7373.82
8039-EQPIM,1.0,Q3,,0.0,14.0,Offer D,Yes,,Yes,Yes,Fiber Optic,11.0,No,,No,No,No,,No,,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0.0,228.48000000000002,
4226-KKDON,1.0,Q3,No,,32.0,Offer C,Yes,33.22,No,Yes,Fiber Optic,9.0,No,Yes,No,No,No,,No,,,,Bank Withdrawal,74.4,2276.95,44.31,0.0,1063.04,3295.68
4124-MMETB,1.0,Q3,Yes,1.0,50.0,None,Yes,4.6,No,,Cable,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0.0,0.0,229.99999999999997,3674.85
6994-KERXL,1.0,Q3,No,,2.0,None,No,0.0,No,Yes,DSL,13.0,,No,Yes,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,78.65,0.0,0.0,0.0,78.65
1501-SGHBW,1.0,Q3,No,0.0,23.0,None,Yes,17.62,Yes,,Fiber Optic,,No,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,Bank Withdrawal,106.4,2483.5,0.0,0.0,405.26000000000005,
1422-DGUBX,1.0,Q3,No,,2.0,Offer E,,5.49,,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0.0,,198.42999999999998
2275-RBYQS,1.0,Q3,,1.0,30.0,Offer C,Yes,6.23,,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,,Yes,Credit Card,79.65,,0.0,0.0,,2552.05
4703-MQYKT,1.0,Q3,No,0.0,1.0,None,Yes,22.92,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,,0.0,0.0,,42.370000000000005
9101-BWFSS,,Q3,No,0.0,16.0,None,Yes,,No,Yes,DSL,16.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,,0.0,0.0,,1613.1799999999998
2302-OUZXB,1.0,Q3,No,0.0,38.0,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2.0,No,No,No,,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0.0,1800.82,5535.07
6784-XYJAE,,Q3,No,0.0,2.0,Offer E,Yes,12.96,,Yes,Fiber Optic,20.0,No,Yes,,Yes,No,Yes,No,,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0.0,,206.17000000000002
9696-RMYBA,1.0,,Yes,1.0,17.0,None,Yes,9.5,,Yes,Fiber Optic,16.0,No,No,No,No,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,,,,0.0,161.5,1490.7
5176-OLSKT,1.0,Q3,Yes,1.0,3.0,Offer E,No,0.0,No,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0.0,0.0,93.7
9626-VFRGG,1.0,Q3,No,0.0,,Offer E,No,0.0,,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,0.0,0.0,0.0,25.05
7883-ROJOC,1.0,Q3,Yes,1.0,43.0,Offer B,No,0.0,No,Yes,DSL,21.0,No,Yes,Yes,No,Yes,Yes,No,,Month-to-Month,No,Credit Card,55.55,,0.0,0.0,0.0,2342.2
2085-JVGAD,1.0,Q3,,2.0,,None,Yes,46.5,Yes,Yes,,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,0.0,0.0,465.0,1321.65
1016-DJTSV,1.0,Q3,,0.0,,Offer C,Yes,41.85,Yes,Yes,Fiber Optic,2.0,Yes,Yes,,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,,0.0,0.0,1548.45,5605.2
7593-JNWRU,1.0,Q3,Yes,,12.0,None,Yes,48.5,Yes,,,4.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,,Bank Withdrawal,,1218.55,,0.0,,1800.55
5062-CJJKH,,Q3,No,0.0,1.0,Offer E,Yes,18.37,No,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,78.45,0.0,0.0,18.37,96.82000000000001
6645-MXQJT,1.0,,,0.0,9.0,Offer E,Yes,12.91,Yes,,Fiber Optic,21.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,762.5,0.0,,116.19,878.69
4702-HDRKD,1.0,Q3,No,0.0,38.0,Offer C,Yes,5.75,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,,2497.35,0.0,0.0,218.5,2715.85
1430-SFQSA,1.0,Q3,No,0.0,51.0,Offer B,,19.49,,Yes,Fiber Optic,11.0,,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,,0.0,993.9899999999999,5907.29
8067-NIOYM,1.0,Q3,No,0.0,,None,,41.83,,Yes,Fiber Optic,25.0,No,,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,0.0,0.0,209.14999999999998,655.2
0582-AVCLN,1.0,Q3,No,0.0,2.0,None,Yes,23.46,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,,Yes,Month-to-Month,Yes,,,158.4,0.0,0.0,,205.32
9971-ZWPBF,1.0,Q3,No,0.0,,None,Yes,25.74,No,Yes,DSL,6.0,Yes,Yes,No,,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,,0.0,51.48,
8421-WZOOW,1.0,Q3,Yes,1.0,1.0,None,Yes,4.89,Yes,Yes,Fiber Optic,11.0,No,No,,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0.0,0.0,4.89,99.99
0495-ZBNGW,1.0,Q3,Yes,1.0,53.0,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,,,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0.0,420.82,
5884-FBCTL,,Q3,Yes,1.0,,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,93.8,4750.95,0.0,0.0,1129.14,5880.09
8200-KLNYW,,Q3,No,0.0,72.0,,Yes,,Yes,Yes,Fiber Optic,2.0,No,Yes,,No,Yes,Yes,No,Yes,Two Year,,Bank Withdrawal,104.15,7689.95,0.0,0.0,434.16,8124.11
6584-VQMYT,,Q3,No,0.0,5.0,None,Yes,4.59,No,,Fiber Optic,11.0,No,No,No,No,Yes,Yes,,,,Yes,Bank Withdrawal,91.4,449.75,,0.0,22.95,472.7
5843-TTHGI,1.0,Q3,No,0.0,1.0,None,Yes,28.49,Yes,,Fiber Optic,18.0,No,No,No,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0.0,28.49,103.83999999999999
3729-OWRVL,1.0,Q3,No,,,None,Yes,4.1,Yes,,Fiber Optic,5.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,0.0,,45.099999999999994,951.95
2957-LOLHO,1.0,Q3,Yes,1.0,50.0,Offer B,Yes,31.56,Yes,,Fiber Optic,4.0,,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,,0.0,50.0,1578.0,6516.7
6339-DKLMK,1.0,Q3,No,0.0,5.0,None,Yes,18.69,No,Yes,DSL,28.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0.0,,93.45,330.7
1135-LMECX,1.0,Q3,No,0.0,5.0,None,,36.36,Yes,,Fiber Optic,12.0,,,No,No,No,Yes,No,Yes,Month-to-Month,Yes,,89.8,502.6,0.0,,,684.4000000000001
7180-PISOG,1.0,,No,0.0,9.0,None,Yes,10.66,Yes,Yes,Fiber Optic,15.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,0.0,0.0,,1015.3399999999999
3137-LUPIX,1.0,Q3,No,,2.0,,Yes,9.55,No,Yes,Fiber Optic,28.0,,No,No,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0.0,0.0,19.1,135.05
6952-OMNWB,,Q3,Yes,2.0,51.0,Offer B,,,Yes,Yes,Cable,22.0,No,Yes,Yes,No,,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,,,0.0,2222.58,6368.63
4302-ZYFEL,1.0,Q3,,0.0,26.0,Offer C,,1.26,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90.0,32.76,2833.01
4077-CROMM,1.0,Q3,,1.0,18.0,None,No,,No,Yes,DSL,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0.0,0.0,,810.7
1596-BBVTG,,,Yes,,1.0,Offer E,,,No,Yes,Cable,9.0,Yes,No,No,,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,49.55,49.55,,0.0,24.24,73.78999999999999
7217-JYHOQ,1.0,Q3,Yes,1.0,,Offer E,Yes,6.86,No,,DSL,20.0,No,Yes,No,No,,,No,Yes,,,Credit Card,50.15,,0.0,0.0,,128.82
6086-ESGRL,1.0,Q3,Yes,1.0,29.0,Offer C,Yes,35.38,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,,,1026.02,3821.22
8884-FEEWR,,Q3,No,0.0,1.0,Offer E,No,,No,,DSL,15.0,No,No,No,No,No,No,No,,Month-to-Month,No,Bank Withdrawal,25.25,25.25,,,0.0,25.25
1469-LBJQJ,1.0,Q3,Yes,1.0,46.0,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22.0,No,No,,,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,,,0.0,246.56,
8755-OGKNA,1.0,Q3,No,0.0,1.0,Offer E,Yes,24.75,No,Yes,Fiber Optic,,No,,No,No,No,No,,No,Month-to-Month,Yes,,71.15,71.15,0.0,20.0,24.75,115.9
5501-TVMGM,1.0,Q3,No,0.0,20.0,None,Yes,11.82,Yes,Yes,,5.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,0.0,,236.4,1757.3000000000002
4182-BGSIQ,1.0,Q3,Yes,1.0,46.0,,Yes,48.62,No,Yes,Fiber Optic,3.0,No,,No,,No,Yes,No,No,Month-to-Month,,Bank Withdrawal,80.4,3605.2,0.0,20.0,2236.52,5861.719999999999
4138-NAXED,1.0,Q3,No,0.0,2.0,None,,25.19,Yes,Yes,Fiber Optic,,No,No,No,,,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,0.0,0.0,,247.13
3128-YOVTD,1.0,Q3,No,0.0,1.0,Offer E,,26.22,No,Yes,Cable,22.0,Yes,No,,No,No,No,,Yes,Month-to-Month,Yes,,55.8,55.8,0.0,0.0,26.22,82.02
3061-BCKYI,1.0,Q3,No,0.0,41.0,Offer B,Yes,42.06,,Yes,Fiber Optic,,No,No,Yes,,Yes,Yes,,,,Yes,Bank Withdrawal,98.4,4187.75,0.0,0.0,1724.46,5912.21
3211-AAPKX,1.0,Q3,Yes,1.0,66.0,None,Yes,30.03,Yes,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,,,1981.98,7286.58
1197-BVMVG,1.0,Q3,No,0.0,35.0,Offer C,Yes,39.69,Yes,,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0.0,0.0,1389.1499999999999,4885.45
2778-OCLGR,1.0,Q3,No,0.0,10.0,None,,16.88,Yes,Yes,Fiber Optic,24.0,No,No,Yes,No,No,Yes,,,,Yes,Bank Withdrawal,89.8,914.3,0.0,0.0,168.79999999999998,1083.1
7439-DKZTW,1.0,Q3,,0.0,26.0,Offer C,Yes,34.69,No,Yes,Fiber Optic,27.0,No,,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.8,,0.0,901.9399999999999,3253.7400000000002
0354-WYROK,1.0,Q3,,0.0,18.0,None,Yes,2.36,Yes,Yes,Fiber Optic,21.0,No,Yes,,Yes,,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1505.85,0.0,0.0,42.48,1548.33
3778-FOAQW,1.0,Q3,No,0.0,1.0,Offer E,Yes,,No,Yes,Fiber Optic,,No,No,No,No,No,No,No,Yes,Month-to-Month,,,,71.65,0.0,0.0,28.46,
6595-YGXIT,,Q3,Yes,8.0,43.0,Offer B,Yes,31.25,Yes,Yes,Fiber Optic,20.0,No,Yes,,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101.0,4388.4,0.0,150.0,1343.75,
3889-VWBID,1.0,Q3,Yes,3.0,25.0,Offer C,Yes,33.63,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,0.0,0.0,840.7500000000001,3018.2
3976-NLDEZ,1.0,Q3,Yes,1.0,36.0,None,Yes,16.61,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,3436.1,,0.0,597.96,4034.06
3181-MIZBN,1.0,,Yes,1.0,1.0,Offer E,Yes,49.6,No,Yes,Fiber Optic,13.0,,No,No,No,No,No,,Yes,Month-to-Month,No,Credit Card,70.85,70.85,0.0,,49.6,120.44999999999999
7602-MVRMB,1.0,,Yes,1.0,41.0,Offer B,Yes,45.04,Yes,Yes,Cable,29.0,No,Yes,,Yes,Yes,,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0.0,0.0,1846.6399999999999,6381.539999999999
0396-UKGAI,1.0,Q3,,0.0,1.0,None,Yes,16.19,No,,Fiber Optic,12.0,No,No,No,,No,No,No,Yes,Month-to-Month,No,,,69.1,0.0,0.0,16.19,85.28999999999999
2482-CZGBB,1.0,Q3,No,0.0,2.0,,Yes,43.96,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0.0,0.0,87.92,237.47000000000003
2607-DHDAK,1.0,Q3,No,0.0,,Offer B,Yes,,Yes,Yes,Fiber Optic,,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,,0.0,0.0,,6303.889999999999
7017-VFULY,1.0,Q3,No,0.0,6.0,Offer E,Yes,8.91,No,Yes,Fiber Optic,27.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0.0,20.0,53.46,
7032-LMBHI,,Q3,Yes,1.0,,Offer E,Yes,21.43,,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0.0,0.0,150.01,796.86
5707-ORNDZ,1.0,Q3,No,0.0,20.0,Offer D,Yes,29.29,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,,Yes,Yes,Month-to-Month,Yes,,85.8,1727.5,0.0,0.0,585.8,2313.3
6365-HITVU,1.0,Q3,No,0.0,54.0,Offer B,Yes,33.49,Yes,Yes,Fiber Optic,8.0,No,,No,,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,5373.1,0.0,,,
8626-PTQGE,1.0,,No,0.0,2.0,Offer E,Yes,15.32,,Yes,Fiber Optic,21.0,No,No,,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,0.0,0.0,,
